bath,balcony,price,total_sqft_int,bhk,price_per_sqft,area_type,Availability,location
3,2,150,1533,3,9784.735812,Super built-up  Area,Ready To Move,Whitefield
3,2,150,1804,3,8314.855876,Super built-up  Area,Ready To Move,Whitefield
3,3,83,1720,3,4825.581395,Built-up  Area,Ready To Move,Whitefield
3,2,86,1684,3,5106.888361,Super built-up  Area,Ready To Move,Whitefield
2,1,75,1296,2,5787.037037,Super built-up  Area,Ready To Move,Whitefield
1,1,60,794,1,7556.675063,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1143,2,5686.789151,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,110,1665,3,6606.606607,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,80,1512,3,5291.005291,Super built-up  Area,Ready To Move,Whitefield
2,2,101,1332,2,7582.582583,Built-up  Area,Ready To Move,Whitefield
3,2,90,1600,3,5625,Super built-up  Area,Ready To Move,Whitefield
2,3,66,1231,2,5361.49472,Super built-up  Area,Ready To Move,Whitefield
5,2,260,3000,4,8666.666667,Super built-up  Area,Ready To Move,Whitefield
3,0,580,3800,3,15263.15789,Plot  Area,Ready To Move,Whitefield
5,1.584375738,270,3000,4,9000,Super built-up  Area,Ready To Move,Whitefield
5,1,275,3000,4,9166.666667,Plot  Area,Ready To Move,Whitefield
2,2,98.86,1163,2,8500.429923,Super built-up  Area,Ready To Move,Whitefield
3,2,145,1760,3,8238.636364,Super built-up  Area,Ready To Move,Whitefield
3,2,300,3900,3,7692.307692,Built-up  Area,Ready To Move,Whitefield
2,1,98.86,1163,2,8500.429923,Super built-up  Area,Ready To Move,Whitefield
2,2,115,1342,2,8569.299553,Super built-up  Area,Ready To Move,Whitefield
3,2,160,1760,3,9090.909091,Super built-up  Area,Ready To Move,Whitefield
3,2,142,1760,3,8068.181818,Super built-up  Area,Ready To Move,Whitefield
2,3,195,2400,3,8125,Built-up  Area,Ready To Move,Whitefield
3,2,185,1760,3,10511.36364,Super built-up  Area,Ready To Move,Whitefield
2,2,98.77,1162,2,8500,Super built-up  Area,Ready To Move,Whitefield
2,1,35.14,901,2,3900.110988,Super built-up  Area,Ready To Move,Whitefield
1,0,50,800,2,6250,Plot  Area,Ready To Move,Whitefield
2,2,37.5,1118,2,3354.203936,Super built-up  Area,Ready To Move,Whitefield
2,0,62,1200,3,5166.666667,Plot  Area,Ready To Move,Whitefield
2,0,72,1155,2,6233.766234,Plot  Area,Ready To Move,Whitefield
4,2,82,1830,3,4480.874317,Super built-up  Area,Ready To Move,Whitefield
3,1,235,4000,3,5875,Plot  Area,Ready To Move,Whitefield
2,1,41,1096,2,3740.875912,Super built-up  Area,Ready To Move,Whitefield
2,1,27,920,2,2934.782609,Super built-up  Area,Ready To Move,Whitefield
3,3,68,1553,3,4378.622022,Super built-up  Area,Ready To Move,Whitefield
3,3,120,1639,3,7321.537523,Super built-up  Area,Ready To Move,Whitefield
4,2,235,3000,3,7833.333333,Plot  Area,Ready To Move,Whitefield
2,2,45,1134,2,3968.253968,Super built-up  Area,Ready To Move,Whitefield
3,3,80,1683,3,4753.416518,Super built-up  Area,Ready To Move,Whitefield
2,2,50,1176,2,4251.70068,Super built-up  Area,Ready To Move,Whitefield
4,2,240,3000,3,8000,Plot  Area,Ready To Move,Whitefield
3,3,88,1515,3,5808.580858,Super built-up  Area,Ready To Move,Whitefield
2,1,53,1166,2,4545.454545,Super built-up  Area,Ready To Move,Whitefield
2,1,55,1100,2,5000,Built-up  Area,Ready To Move,Whitefield
3,2,68,1350,3,5037.037037,Super built-up  Area,Ready To Move,Whitefield
3,3,90,1500,3,6000,Super built-up  Area,Ready To Move,Whitefield
2,2,73,1360,3,5367.647059,Super built-up  Area,Ready To Move,Whitefield
2,1,164,1217,2,13475.76007,Super built-up  Area,Ready To Move,Whitefield
4,2,150,2650,4,5660.377358,Built-up  Area,Ready To Move,Whitefield
2,3,53,1200,2,4416.666667,Super built-up  Area,Ready To Move,Whitefield
1,2,35,700,2,5000,Super built-up  Area,Ready To Move,Whitefield
3,1,70,1400,3,5000,Built-up  Area,Ready To Move,Whitefield
3,3,78,1475,3,5288.135593,Built-up  Area,Ready To Move,Whitefield
3,3,75,1700,3,4411.764706,Super built-up  Area,Ready To Move,Whitefield
4,2,350,3060,4,11437.9085,Super built-up  Area,Ready To Move,Whitefield
2,1,100,925,2,10810.81081,Super built-up  Area,Ready To Move,Whitefield
2,2,200,1630,2,12269.93865,Super built-up  Area,Ready To Move,Whitefield
1,0,230,1450,2,15862.06897,Super built-up  Area,Ready To Move,Whitefield
3,2,180,1600,3,11250,Built-up  Area,Ready To Move,Whitefield
4,1.584375738,460,3290,3,13981.76292,Built-up  Area,Ready To Move,Whitefield
3,0,87,1280,3,6796.875,Plot  Area,Ready To Move,Whitefield
2,1,165,1602,3,10299.62547,Super built-up  Area,Ready To Move,Whitefield
2,1,170,1602,3,10611.73533,Super built-up  Area,Ready To Move,Whitefield
4,1.584375738,240,3000,4,8000,Super built-up  Area,Ready To Move,Whitefield
2,1.584375738,74,1130,2,6548.672566,Super built-up  Area,Ready To Move,Whitefield
2,1,75,1130,2,6637.168142,Built-up  Area,Ready To Move,Whitefield
3,0,180,2250,3,8000,Super built-up  Area,Ready To Move,Whitefield
2,1,115,1500,2,7666.666667,Plot  Area,Ready To Move,Whitefield
3,2,108,2072,3,5212.355212,Super built-up  Area,Ready To Move,Whitefield
2,2,48,925,2,5189.189189,Built-up  Area,Ready To Move,Whitefield
5,3,142,2710,4,5239.852399,Super built-up  Area,Ready To Move,Whitefield
1,1,35,660,1,5303.030303,Super built-up  Area,Ready To Move,Whitefield
5,3,550,8000,5,6875,Plot  Area,Ready To Move,Whitefield
2,1,43.72,1121,2,3900.089206,Super built-up  Area,Ready To Move,Whitefield
3,2,56.24,1442,3,3900.138696,Super built-up  Area,Ready To Move,Whitefield
2,1,67,1555,3,4308.681672,Super built-up  Area,Ready To Move,Whitefield
3,2,59.75,1532,3,3900.130548,Super built-up  Area,Ready To Move,Whitefield
2,1,39.98,1025,2,3900.487805,Super built-up  Area,Ready To Move,Whitefield
2,0,45,1350,1,3333.333333,Plot  Area,Ready To Move,Whitefield
2,1,60,1255,3,4780.876494,Built-up  Area,Ready To Move,Whitefield
2,2,55,850,2,6470.588235,Built-up  Area,Ready To Move,Whitefield
3,3,130,1554,2,8365.508366,Super built-up  Area,Ready To Move,Whitefield
2,0,110,2200,2,5000,Built-up  Area,Ready To Move,Whitefield
1,1,306,3820,1,8010.471204,Plot  Area,Ready To Move,Whitefield
2,1,49.5,703,2,7041.251778,Super built-up  Area,Ready To Move,Whitefield
2,1,90,1460,3,6164.383562,Super built-up  Area,Ready To Move,Whitefield
2,2,60,1226,3,4893.964111,Super built-up  Area,Ready To Move,Whitefield
2,2,59,2040,2,2892.156863,Super built-up  Area,Ready To Move,Whitefield
2,1,45,1176,3,3826.530612,Super built-up  Area,Ready To Move,Whitefield
2,2,38,1080,2,3518.518519,Built-up  Area,Ready To Move,Whitefield
3,2,800,14000,4,5714.285714,Plot  Area,Ready To Move,Whitefield
2,1,105,1275,2,8235.294118,Super built-up  Area,Ready To Move,Whitefield
2,2,90,1150,2,7826.086957,Super built-up  Area,Ready To Move,Whitefield
4,2,400,5480,3,7299.270073,Plot  Area,Ready To Move,Whitefield
2,0,27,900,2,3000,Built-up  Area,Ready To Move,Whitefield
1,1,52.3,900,1,5811.111111,Built-up  Area,Ready To Move,Whitefield
2,0,20,750,2,2666.666667,Built-up  Area,Ready To Move,Whitefield
2,0,25,900,2,2777.777778,Built-up  Area,Ready To Move,Whitefield
1,0,50,1200,2,4166.666667,Plot  Area,Ready To Move,Whitefield
3,1,58,1300,3,4461.538462,Built-up  Area,Ready To Move,Whitefield
2,1,60,1435,3,4181.184669,Super built-up  Area,Ready To Move,Whitefield
3,2,54,1250,3,4320,Super built-up  Area,Ready To Move,Whitefield
2,2,50,1084,2,4612.546125,Super built-up  Area,Ready To Move,Whitefield
2,3,70,1550,3,4516.129032,Super built-up  Area,Ready To Move,Whitefield
2,0,75,1480,3,5067.567568,Super built-up  Area,Ready To Move,Whitefield
2,1,35,825,2,4242.424242,Super built-up  Area,Ready To Move,Whitefield
2,1,45,985,2,4568.527919,Built-up  Area,Ready To Move,Whitefield
2,0,45,970,2,4639.175258,Built-up  Area,Ready To Move,Whitefield
2,1.584375738,55,1030,2,5339.805825,Super built-up  Area,Ready To Move,Whitefield
2,1,52,1100,2,4727.272727,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1300,2,5000,Super built-up  Area,Ready To Move,Whitefield
2,1,40,1010,2,3960.39604,Super built-up  Area,Ready To Move,Whitefield
2,3,58,1375,2,4218.181818,Built-up  Area,Ready To Move,Whitefield
2,1,60,1120,2,5357.142857,Super built-up  Area,Ready To Move,Whitefield
3,2,75,1510,3,4966.887417,Super built-up  Area,Ready To Move,Whitefield
2,2,56,1179,2,4749.787956,Super built-up  Area,Ready To Move,Whitefield
2,2,67,1416,2,4731.638418,Super built-up  Area,Ready To Move,Whitefield
2,1,73,1476,3,4945.799458,Super built-up  Area,Ready To Move,Whitefield
2,1,45,1139.7,2,3948.407476,Super built-up  Area,Ready To Move,Whitefield
2,3,60,1465,2,4095.56314,Super built-up  Area,Ready To Move,Whitefield
3,2,85,1653,3,5142.165759,Super built-up  Area,Ready To Move,Whitefield
3,2,115,1500,3,7666.666667,Plot  Area,Ready To Move,Whitefield
2,1,110,1050,2,10476.19048,Plot  Area,Ready To Move,Whitefield
2,2,67,1255,2,5338.645418,Built-up  Area,Ready To Move,Whitefield
2,2,68,1448,2,4696.132597,Super built-up  Area,Ready To Move,Whitefield
2,3,73,1178,2,6196.943973,Super built-up  Area,Ready To Move,Whitefield
2,1,60,1260,2,4761.904762,Super built-up  Area,Ready To Move,Whitefield
2,2,48,1033,2,4646.660213,Built-up  Area,Ready To Move,Whitefield
2,2,70,1329,2,5267.118134,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,140,2372,3,5902.192243,Built-up  Area,Ready To Move,Whitefield
2,3,70,1185,2,5907.172996,Super built-up  Area,Ready To Move,Whitefield
3,3,140,2400,4,5833.333333,Built-up  Area,Ready To Move,Whitefield
3,1.584375738,95,1650,3,5757.575758,Super built-up  Area,Ready To Move,Whitefield
2,3,72,1186,2,6070.826307,Built-up  Area,Ready To Move,Whitefield
2,1,33,825,2,4000,Super built-up  Area,Ready To Move,Whitefield
2,3,41,1020,2,4019.607843,Super built-up  Area,Ready To Move,Whitefield
2,2,39,1126,2,3463.587922,Built-up  Area,Ready To Move,Whitefield
2,1,32,825,2,3878.787879,Built-up  Area,Ready To Move,Whitefield
2,3,45,1360,3,3308.823529,Super built-up  Area,Ready To Move,Whitefield
2,2,47,1350,3,3481.481481,Super built-up  Area,Ready To Move,Whitefield
3,2,85,2150,4,3953.488372,Super built-up  Area,Ready To Move,Whitefield
2,1,43.75,896,2,4882.8125,Built-up  Area,Ready To Move,Whitefield
2,2,43,1120,2,3839.285714,Super built-up  Area,Ready To Move,Whitefield
2,1,44,1100,2,4000,Super built-up  Area,Ready To Move,Whitefield
2,1,50.53,1011,2,4998.021761,Super built-up  Area,Ready To Move,Whitefield
1,0,30.715,614.5,1,4998.372661,Super built-up  Area,Ready To Move,Whitefield
3,1,74.18,1484,3,4998.652291,Super built-up  Area,Ready To Move,Whitefield
3,2,80.48,1610,3,4998.757764,Super built-up  Area,Ready To Move,Whitefield
2,1,65,1415,3,4593.639576,Super built-up  Area,Ready To Move,Whitefield
2,1,58,1268,2,4574.132492,Super built-up  Area,Ready To Move,Whitefield
2,1,56,1268,2,4416.403785,Super built-up  Area,Ready To Move,Whitefield
1,1,30.24,605,1,4998.347107,Super built-up  Area,Ready To Move,Whitefield
3,1,75,1484,3,5053.908356,Built-up  Area,Ready To Move,Whitefield
2,2,32,960,2,3333.333333,Built-up  Area,Ready To Move,Whitefield
4,0,270,3200,4,8437.5,Built-up  Area,Ready To Move,Whitefield
2,1.584375738,42.4,1195,2,3548.117155,Super built-up  Area,Ready To Move,Whitefield
2,1,49.5,1050,2,4714.285714,Built-up  Area,Ready To Move,Whitefield
3,2,149,1080,3,13796.2963,Plot  Area,Ready To Move,Whitefield
3,2,943,2750,3,34290.90909,Super built-up  Area,Ready To Move,Whitefield
2,2,78.34,1180,3,6638.983051,Super built-up  Area,Ready To Move,Whitefield
2,1,55,900,2,6111.111111,Super built-up  Area,Ready To Move,Whitefield
2,1,45,900,2,5000,Built-up  Area,Ready To Move,Whitefield
2,2,75.6,1200,3,6300,Super built-up  Area,Ready To Move,Whitefield
2,3,55,1230,2,4471.544715,Built-up  Area,Ready To Move,Whitefield
4,1.584375738,130,2736,4,4751.461988,Super built-up  Area,Ready To Move,Whitefield
2,1,156,1485,3,10505.05051,Super built-up  Area,Ready To Move,Whitefield
2,2,100,1200,3,8333.333333,Built-up  Area,Ready To Move,Whitefield
2,0,60,824,2,7281.553398,Built-up  Area,Ready To Move,Whitefield
4,2,630,4000,4,15750,Built-up  Area,Ready To Move,Whitefield
2,2,55,1455,3,3780.068729,Super built-up  Area,Ready To Move,Whitefield
3,2,53,1400,3,3785.714286,Built-up  Area,Ready To Move,Whitefield
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,Whitefield
2,0,50.17,929,2,5400.430571,Super built-up  Area,Ready To Move,Subramanyapura
2,2,52,1200,2,4333.333333,Built-up  Area,Ready To Move,Subramanyapura
2,1,58,975,2,5948.717949,Super built-up  Area,Ready To Move,Subramanyapura
2,2,55,1277,2,4306.96946,Built-up  Area,Ready To Move,Subramanyapura
2,1,58,985,2,5888.324873,Super built-up  Area,Ready To Move,Subramanyapura
2,1,68,1245,3,5461.84739,Super built-up  Area,Ready To Move,Subramanyapura
2,2,73,1313,2,5559.786748,Super built-up  Area,Ready To Move,Subramanyapura
2,2,66.5,1313,2,5064.737243,Super built-up  Area,Ready To Move,Subramanyapura
2,2,79,1255,3,6294.820717,Super built-up  Area,Ready To Move,Subramanyapura
3,2,72,1330,3,5413.533835,Super built-up  Area,Ready To Move,Subramanyapura
2,1,48,929,2,5166.846071,Built-up  Area,Ready To Move,Subramanyapura
2,1,55,950,2,5789.473684,Super built-up  Area,Ready To Move,Subramanyapura
2,1,56,929,2,6027.987083,Super built-up  Area,Ready To Move,Subramanyapura
2,2,76,1260,3,6031.746032,Built-up  Area,Ready To Move,Subramanyapura
2,1,55,960,2,5729.166667,Super built-up  Area,Ready To Move,Subramanyapura
2,1,73,1260,3,5793.650794,Super built-up  Area,Ready To Move,Subramanyapura
3,2,70,1278,3,5477.308294,Super built-up  Area,Ready To Move,Subramanyapura
2,2,49,929,2,5274.488698,Super built-up  Area,Ready To Move,Subramanyapura
2,1,75,1260,3,5952.380952,Super built-up  Area,Ready To Move,Subramanyapura
2,1,45,1000,2,4500,Super built-up  Area,Ready To Move,Subramanyapura
1,2,51,929,2,5489.77395,Super built-up  Area,Ready To Move,Subramanyapura
3,2,110,1880,3,5851.06383,Super built-up  Area,Ready To Move,Subramanyapura
3,2,55,1425,3,3859.649123,Super built-up  Area,Ready To Move,Whitefield
2,2,56,1400,3,4000,Super built-up  Area,Ready To Move,Whitefield
2,1,45,1100,2,4090.909091,Super built-up  Area,Ready To Move,Whitefield
2,2,45,900,2,5000,Built-up  Area,Ready To Move,Whitefield
3,3,80,1765,3,4532.577904,Built-up  Area,Ready To Move,Whitefield
2,1,65,1009,2,6442.021804,Super built-up  Area,Ready To Move,Whitefield
5,2,325,5000,4,6500,Built-up  Area,Ready To Move,Whitefield
2,2,49,1070,2,4579.439252,Super built-up  Area,Ready To Move,Whitefield
5,0,80,2000,4,4000,Plot  Area,Ready To Move,Whitefield
3,1,68,1200,3,5666.666667,Built-up  Area,Ready To Move,Whitefield
1,0,24,600,1,4000,Plot  Area,Ready To Move,Whitefield
3,2,120,1753,3,6845.407872,Super built-up  Area,Ready To Move,Whitefield
3,1,120,1750,3,6857.142857,Super built-up  Area,Ready To Move,Whitefield
3,0,70,1569,3,4461.440408,Built-up  Area,Ready To Move,Whitefield
3,2,62,1559,3,3976.908275,Super built-up  Area,Ready To Move,Whitefield
3,2,63,1563,3,4030.710173,Super built-up  Area,Ready To Move,Whitefield
4,3,240,1500,4,16000,Plot  Area,Ready To Move,Whitefield
3,2,130,1200,3,10833.33333,Plot  Area,Ready To Move,Whitefield
2,0,75,1230,2,6097.560976,Plot  Area,Ready To Move,Whitefield
3,1,98,1475,3,6644.067797,Plot  Area,Ready To Move,TC Palaya
2,0,60,1200,2,5000,Plot  Area,Ready To Move,TC Palaya
2,1,60,1240,2,4838.709677,Plot  Area,Ready To Move,TC Palaya
2,1,100,1500,3,6666.666667,Plot  Area,Ready To Move,TC Palaya
2,0,65,1200,2,5416.666667,Plot  Area,Ready To Move,TC Palaya
2,0,70,1200,2,5833.333333,Plot  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
3,3,302,4800,4,6291.666667,Plot  Area,Ready To Move,TC Palaya
2,0,64,1000,2,6400,Built-up  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
2,0,66,1200,2,5500,Plot  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
2,0,65,1200,2,5416.666667,Built-up  Area,Ready To Move,TC Palaya
2,0,75,1500,2,5000,Super built-up  Area,Ready To Move,TC Palaya
2,0,70,1000,2,7000,Built-up  Area,Ready To Move,TC Palaya
2,0,65,1100,2,5909.090909,Built-up  Area,Ready To Move,TC Palaya
2,2,80,1800,2,4444.444444,Built-up  Area,Ready To Move,TC Palaya
2,1,70,1200,2,5833.333333,Plot  Area,Ready To Move,TC Palaya
1,0,55,1350,1,4074.074074,Plot  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
2,0,55,900,2,6111.111111,Plot  Area,Ready To Move,TC Palaya
2,2,64,1082,2,5914.972274,Built-up  Area,Ready To Move,TC Palaya
2,2,55,1152,2,4774.305556,Super built-up  Area,Ready To Move,TC Palaya
3,3,100,1580,3,6329.113924,Super built-up  Area,Ready To Move,Whitefield
2,3,61,1030,2,5922.330097,Built-up  Area,Ready To Move,Whitefield
2,3,77,1340,2,5746.268657,Built-up  Area,Ready To Move,Whitefield
3,2,131,1868,3,7012.847966,Super built-up  Area,Ready To Move,Talaghattapura
3,0,120,2038.5,3,5886.681383,Super built-up  Area,Ready To Move,Talaghattapura
3,2,126,2106,3,5982.905983,Super built-up  Area,Ready To Move,Talaghattapura
3,1,121,1868,3,6477.51606,Super built-up  Area,Ready To Move,Talaghattapura
3,2,126,2106,3,5982.905983,Super built-up  Area,Ready To Move,Talaghattapura
3,1,135,1868,3,7226.980728,Super built-up  Area,Ready To Move,Talaghattapura
3,2,135,1856,3,7273.706897,Super built-up  Area,Ready To Move,Talaghattapura
3,1,120,1868,3,6423.982869,Super built-up  Area,Ready To Move,Talaghattapura
3,1,115,1804,3,6374.722838,Super built-up  Area,Ready To Move,Talaghattapura
3,2,135,1856,3,7273.706897,Super built-up  Area,Ready To Move,Talaghattapura
3,2,153,2254,3,6787.932564,Super built-up  Area,Ready To Move,Talaghattapura
3,3,148,2106,3,7027.540361,Super built-up  Area,Ready To Move,Talaghattapura
3,2,135,1856,3,7273.706897,Super built-up  Area,Ready To Move,Talaghattapura
3,3,159,2273,3,6995.160581,Super built-up  Area,Ready To Move,Talaghattapura
3,3,147,2099,3,7003.334921,Super built-up  Area,Ready To Move,Talaghattapura
2,0,50,1100,2,4545.454545,Built-up  Area,Ready To Move,Talaghattapura
2,1,49.49,1100,2,4499.090909,Super built-up  Area,Ready To Move,Talaghattapura
3,2,80,1575,3,5079.365079,Super built-up  Area,Ready To Move,Talaghattapura
3,2,145,2273,3,6379.234492,Super built-up  Area,Ready To Move,Talaghattapura
2,2,62,1175,2,5276.595745,Super built-up  Area,Ready To Move,Talaghattapura
3,2,127,1804,3,7039.911308,Super built-up  Area,Ready To Move,Talaghattapura
2,1,42.48,1062,2,4000,Super built-up  Area,Ready To Move,Talaghattapura
3,0,122,2038.5,3,5984.79274,Super built-up  Area,Ready To Move,Talaghattapura
3,1,84,1800,3,4666.666667,Built-up  Area,Ready To Move,Talaghattapura
3,3,159,2265,3,7019.86755,Super built-up  Area,Ready To Move,Talaghattapura
3,2,134,2099,3,6383.992377,Super built-up  Area,Ready To Move,Talaghattapura
2,1,60,950,2,6315.789474,Super built-up  Area,Ready To Move,Whitefield
1,1,55,930,2,5913.978495,Super built-up  Area,Ready To Move,Whitefield
3,2,70,1500,3,4666.666667,Built-up  Area,Ready To Move,Whitefield
3,2,67,1504,3,4454.787234,Built-up  Area,Ready To Move,Whitefield
3,2,90,2700,4,3333.333333,Plot  Area,Ready To Move,Whitefield
4,2,240,3000,4,8000,Built-up  Area,Ready To Move,Whitefield
2,2,75,1425,3,5263.157895,Super built-up  Area,Ready To Move,Whitefield
3,1,59,1550,3,3806.451613,Super built-up  Area,Ready To Move,Whitefield
2,1,54,1410,3,3829.787234,Super built-up  Area,Ready To Move,Whitefield
2,1,54,1410,3,3829.787234,Super built-up  Area,Ready To Move,Whitefield
1,2,28,720,1,3888.888889,Super built-up  Area,Ready To Move,Whitefield
1,1,54,1200,2,4500,Super built-up  Area,Ready To Move,Whitefield
2,1,54,1200,2,4500,Super built-up  Area,Ready To Move,Whitefield
2,3,80,1296,2,6172.839506,Super built-up  Area,Ready To Move,Thanisandra
3,2,145,2144,3,6763.059701,Super built-up  Area,Ready To Move,Thanisandra
2,2,83,1296,2,6404.320988,Super built-up  Area,Ready To Move,Thanisandra
3,2,135,2144,3,6296.641791,Super built-up  Area,Ready To Move,Thanisandra
2,2,70,1093,2,6404.391583,Super built-up  Area,Ready To Move,Thanisandra
2,1,79,1265,3,6245.059289,Super built-up  Area,Ready To Move,Thanisandra
3,3,97.38,1651,3,5898.243489,Super built-up  Area,Ready To Move,Thanisandra
2,2,85,1265,2,6719.367589,Super built-up  Area,Ready To Move,Thanisandra
3,1,101,1564,3,6457.800512,Super built-up  Area,Ready To Move,Thanisandra
3,2,123,1847,3,6659.447753,Super built-up  Area,Ready To Move,Thanisandra
3,2,114,1697,3,6717.737183,Super built-up  Area,Ready To Move,Thanisandra
5,0,160,3500,6,4571.428571,Built-up  Area,Ready To Move,Thanisandra
3,2,95,1573,3,6039.41513,Super built-up  Area,Ready To Move,Thanisandra
3,3,122,1917,3,6364.110589,Super built-up  Area,Ready To Move,Thanisandra
1,1,34.3,693,1,4949.494949,Super built-up  Area,Ready To Move,Thanisandra
2,1,68,1098,2,6193.078324,Super built-up  Area,Ready To Move,Thanisandra
1,2,50.3,760,1,6618.421053,Super built-up  Area,Ready To Move,Thanisandra
3,2,112,2002,3,5594.405594,Super built-up  Area,Ready To Move,Thanisandra
3,2,115,1697,3,6776.664702,Super built-up  Area,Ready To Move,Thanisandra
1,1,62.1,1380,1,4500,Plot  Area,Ready To Move,Thanisandra
1,1,60.84,923,1,6591.549296,Super built-up  Area,Ready To Move,Thanisandra
1,1,45.69,923,1,4950.162514,Built-up  Area,Ready To Move,Thanisandra
2,2,72,1296,2,5555.555556,Super built-up  Area,Ready To Move,Thanisandra
3,2,102,1698,3,6007.067138,Super built-up  Area,Ready To Move,Thanisandra
3,1,93.04,1411,3,6593.905032,Super built-up  Area,Ready To Move,Thanisandra
3,2,135,1996,3,6763.527054,Super built-up  Area,Ready To Move,Thanisandra
3,1,115,1801,3,6385.341477,Super built-up  Area,Ready To Move,Thanisandra
2,2,82,1265,2,6482.213439,Super built-up  Area,Ready To Move,Thanisandra
4,2,113,1917,3,5894.627021,Super built-up  Area,Ready To Move,Thanisandra
1,1,42,662,1,6344.410876,Super built-up  Area,Ready To Move,Thanisandra
3,2,130,1948,3,6673.511294,Super built-up  Area,Ready To Move,Thanisandra
2,1,74,1098,2,6739.526412,Super built-up  Area,Ready To Move,Thanisandra
3,1,104,1564,3,6649.616368,Super built-up  Area,Ready To Move,Thanisandra
3,2,135,2127,3,6346.96756,Super built-up  Area,Ready To Move,Thanisandra
2,2,75,1276,2,5877.742947,Super built-up  Area,Ready To Move,Thanisandra
1,1,34.3,693,1,4949.494949,Built-up  Area,Ready To Move,Thanisandra
5,2,135,2259,4,5976.095618,Super built-up  Area,Ready To Move,Thanisandra
2,1,78,1265,2,6166.007905,Super built-up  Area,Ready To Move,Thanisandra
2,2,55,934,2,5888.650964,Super built-up  Area,Ready To Move,Thanisandra
2,2,68,1056,2,6439.393939,Super built-up  Area,Ready To Move,Thanisandra
3,1,110,1595,3,6896.551724,Built-up  Area,Ready To Move,Thanisandra
3,1,93.15,1411,3,6601.700921,Super built-up  Area,Ready To Move,Thanisandra
2,1,68.1,1093,2,6230.558097,Super built-up  Area,Ready To Move,Thanisandra
2,2,72,1093,2,6587.374199,Super built-up  Area,Ready To Move,Thanisandra
3,2,107,1698,3,6301.531213,Super built-up  Area,Ready To Move,Thanisandra
3,1,105,1564,3,6713.554987,Super built-up  Area,Ready To Move,Thanisandra
2,1,83,1265,2,6561.264822,Super built-up  Area,Ready To Move,Thanisandra
1,0,35.285,784,1,4500.637755,Super built-up  Area,Ready To Move,Thanisandra
2,1,56,965,2,5803.108808,Super built-up  Area,Ready To Move,Thanisandra
3,1,95,1546,3,6144.890039,Super built-up  Area,Ready To Move,Thanisandra
1,0,38.535,777,1,4959.459459,Super built-up  Area,Ready To Move,Thanisandra
3,2,110,1697,3,6482.027107,Super built-up  Area,Ready To Move,Thanisandra
3,1,88,1492,3,5898.123324,Built-up  Area,Ready To Move,Thanisandra
3,2,122,2072,3,5888.030888,Built-up  Area,Ready To Move,Thanisandra
3,3,120,1880,3,6382.978723,Super built-up  Area,Ready To Move,Thanisandra
1,2,50,760,1,6578.947368,Super built-up  Area,Ready To Move,Thanisandra
2,1,58,933,1,6216.505895,Super built-up  Area,Ready To Move,Thanisandra
3,2,110,1917,3,5738.132499,Super built-up  Area,Ready To Move,Thanisandra
4,1,123,1996,3,6162.324649,Super built-up  Area,Ready To Move,Thanisandra
2,1,77.25,1183,2,6530.008453,Super built-up  Area,Ready To Move,Thanisandra
3,1,88,1491,3,5902.079142,Built-up  Area,Ready To Move,Thanisandra
1,1,29,662,1,4380.664653,Super built-up  Area,Ready To Move,Thanisandra
3,2,100,1564,3,6393.861893,Super built-up  Area,Ready To Move,Thanisandra
1,0,45,662,1,6797.583082,Built-up  Area,Ready To Move,Thanisandra
3,2,98,1573,3,6230.133503,Super built-up  Area,Ready To Move,Thanisandra
2,1,83,1262,3,6576.862124,Super built-up  Area,Ready To Move,Thanisandra
2,2,65,1056,2,6155.30303,Super built-up  Area,Ready To Move,Thanisandra
3,2,115,1702,3,6756.756757,Super built-up  Area,Ready To Move,Thanisandra
2,2,75,1343,2,5584.512286,Super built-up  Area,Ready To Move,Thanisandra
4,2,122,1935,3,6304.909561,Super built-up  Area,Ready To Move,Thanisandra
2,1,55,933,2,5894.962487,Super built-up  Area,Ready To Move,Thanisandra
2,1,77.3,1183,2,6534.234996,Super built-up  Area,Ready To Move,Thanisandra
1,0,38,662,1,5740.181269,Super built-up  Area,Ready To Move,Thanisandra
2,1,72,1265,2,5691.699605,Super built-up  Area,Ready To Move,Thanisandra
3,1,105,1595,3,6583.0721,Super built-up  Area,Ready To Move,Thanisandra
1,1,27.5,580,1,4741.37931,Super built-up  Area,Ready To Move,Thanisandra
4,2,139,2087,3,6660.277911,Super built-up  Area,Ready To Move,Thanisandra
2,1,71,1098,2,6466.302368,Super built-up  Area,Ready To Move,Thanisandra
